code,name,price,chg_pct,turnover,pe,pb,mktcap_yi,nmc_yi,amount_yi,chg60,drawdown,ma20,chg20,chg5,n
002262,恩华药业,22.37,2.427,2.11418,21.305,2.713,227.23145861709997,197.70075942850002,4.19158966,-2.673796791443861,-2.673796791443861,21.424,9.528585757271802,-1.176470588235301,70
002939,长城证券,8.29,1.968,1.39076,14.293,1.025,334.45399465239996,298.6604834099,4.17844479,-8.754208754208747,-17.293997965412,8.231,0.12315270935963074,-2.2836538461538436,70
002891,中宠股份,31.56,1.774,4.09396,25.688,3.011,101.5909286376,101.5909286376,4.16003485,-9.959349593495926,-11.273247496423465,30.1675,14.428044280442798,-6.820913461538458,70
002841,视源股份,50.26,0.179,1.57348,33.959,2.587,351.411157517,262.0282211596,4.14299134,35.0471063257066,-4.346997140133457,47.19199999999999,-4.346997140133457,11.020137198495261,70
002603,以岭药业,16.87,-0.706,1.68839,21.909,2.473,281.8479969312,232.22128310079998,3.94415872,-0.1762632197414904,-4.227733934611044,16.857499999999998,9.542230818826546,0.5920663114268754,70
002850,科达利,180.8,-1.686,1.03886,28.031,3.787,517.688576016,379.066883696,3.9352875,-3.8431372549019627,-18.685886098337456,180.857,-8.25642304814167,0.8721408589764668,70
603939,益丰药房,23.39,5.598,1.36906,16.949,2.381,283.5786024754,283.5786024754,3.84341593,-4.23692174664938,-6.302876480541464,21.9815,10.144206862257587,-2.551693796744403,70
002244,滨江集团,8.73,2.706,1.57921,12.838,0.897,271.629051597,240.734057382,3.82926879,-7.306434023991271,-26.975945017182134,8.7155,5.198019801980203,-8.405172413793094,70
002258,利尔化学,14.49,2.839,3.25691,24.227,1.449,115.98335433720001,115.7966169255,3.72234283,8.38461538461539,-12.917181705809643,14.110499999999998,4.914370811615787,-11.383647798742135,70
605020,永和股份,35.66,1.336,2.07189,29.471,3.07,182.1579566218,179.3426937642,3.69047967,31.600598354525044,-27.278363298202112,33.585,-0.5089058524173073,11.963092586700608,70
000887,中鼎股份,19.12,-1.086,1.45712,15.802,1.718,251.71283962639998,251.3076602496,3.68073214,12.253193960511034,-13.512304250559293,17.7815,-6.528046421663447,12.057971014492752,70
